Screen_Time_Total,Social_Media_Time,Study_Time_In_Screen,Gaming_Time_Total,Sleep_Time,Study_Time_Offline,Outdoor_Time,Attendance_Percentage,Assignments_Per_Week,Backlogs,Notifications,Games_Installed,GPA,Lecture_Hours,Late_Night_SM,Active_Passive_Ratio,Gender,Residence,Part_Time_Job,Residence_Score,Stress_Level,Mental_Health_Rating,Productivity_Index
10.87,0.89,3.45,0.0,8.64,0.54,3.13,79.22,1,0,172,4,10.0,4.42,0.65,0.41,1,Hostel,0,0.8,1.89,3.5,2.62
6.46,3.23,0.95,2.28,8.03,5.11,1.95,58.36,2,1,111,2,5.45,5.8,1.22,0.58,0,Hostel,0,0.8,5.83,2.7,3.09
3.0,0.15,2.42,0.0,7.93,1.55,3.34,95.01,1,0,137,3,8.07,6.64,0.9,0.33,1,Home,0,1.0,2.19,5.0,3.52
5.25,2.29,1.38,1.57,6.15,2.47,3.98,84.67,2,0,94,2,6.24,4.9,1.13,0.29,1,Hostel,0,0.8,5.7,4.0,2.72
8.53,1.08,4.2,0.79,8.5,2.69,2.97,90.79,2,3,59,3,7.19,7.81,0.99,0.44,0,Hostel,0,0.8,8.05,1.66,3.85
10.92,2.8,4.32,0.0,6.53,1.97,3.11,90.1,3,0,130,3,7.22,5.56,0.4,0.13,1,Home,0,1.0,7.48,1.35,3.96
4.48,0.0,2.97,0.0,5.58,2.93,4.27,81.78,1,0,143,0,6.04,6.05,0.12,0.49,0,Home,0,1.0,4.32,5.0,3.7
5.31,1.26,4.05,0.0,4.75,3.93,3.34,76.15,2,0,132,4,6.73,6.28,0.0,0.47,1,Hostel,0,0.8,7.46,2.53,4.28
7.86,2.48,1.81,2.35,5.37,2.6,2.58,89.16,2,1,52,4,5.42,4.84,1.29,0.53,1,Hostel,0,0.8,8.41,1.37,3.11
3.5,0.0,1.22,1.35,7.89,1.86,1.96,82.99,3,1,142,1,6.58,4.55,1.07,0.29,0,Home,0,1.0,4.03,4.55,2.88
4.83,1.81,2.43,0.59,7.98,3.17,2.52,75.47,2,0,49,2,5.79,6.3,1.17,0.21,1,Home,0,1.0,4.24,4.36,3.25
5.78,2.8,2.97,0.0,7.16,2.1,2.39,58.38,2,0,193,3,9.2,5.3,1.27,0.23,0,Home,1,1.0,6.0,2.78,2.97
6.31,2.8,0.13,2.75,6.56,1.73,3.27,71.45,1,0,138,3,8.32,6.61,1.14,0.27,1,Home,0,1.0,5.02,3.6,1.69
6.44,3.7,1.65,0.13,5.16,3.32,2.81,69.04,1,2,119,2,5.84,8.0,0.65,0.51,0,Home,0,1.0,8.96,1.79,2.85
4.41,2.59,1.81,0.0,7.73,1.92,3.23,100.0,1,0,209,3,8.63,4.72,1.1,0.24,1,Hostel,0,0.8,2.93,4.84,3.47
4.66,1.72,1.78,1.16,7.08,3.63,4.65,72.37,3,2,167,5,6.56,5.34,0.92,0.48,1,Home,0,1.0,7.38,3.14,3.09
7.66,4.36,1.21,1.98,6.79,2.76,3.14,71.87,2,1,65,4,7.38,2.44,1.07,0.45,0,Home,0,1.0,6.67,2.46,2.44
9.24,3.26,2.52,1.87,6.83,3.37,3.09,76.05,1,0,63,1,7.51,7.82,1.09,0.08,1,Hostel,1,0.8,7.04,2.23,3.13
6.04,0.61,1.86,3.56,7.38,3.82,1.61,81.77,1,0,81,3,8.91,5.91,0.97,0.37,1,Hostel,0,0.8,4.24,3.38,3.4
5.97,2.92,1.81,1.24,7.95,4.28,2.03,73.95,2,1,153,4,5.36,7.96,0.43,0.47,0,PG,0,0.6,6.03,2.32,3.74
4.3,2.57,0.39,1.33,7.92,2.19,2.62,94.5,1,1,96,4,8.94,8.0,0.77,0.22,0,Hostel,0,0.8,4.22,4.09,2.66
6.6,1.95,1.22,3.43,6.92,3.41,0.86,84.91,3,2,207,3,7.0,7.82,0.29,0.8,1,Hostel,0,0.8,8.95,1.0,3.13
7.09,4.11,1.14,1.85,8.35,4.33,1.92,64.19,3,0,91,3,6.82,8.0,1.31,0.42,1,Hostel,0,0.8,6.42,2.18,3.11
3.0,0.9,0.91,1.19,8.63,2.35,2.78,78.25,1,0,128,4,7.92,8.0,1.09,0.15,0,Hostel,0,0.8,1.93,5.0,2.72
6.06,1.61,1.09,3.36,5.6,2.3,2.57,79.05,1,2,106,2,6.84,8.0,0.71,0.24,1,Hostel,0,0.8,8.44,1.96,2.52
7.7,3.84,2.59,1.28,6.3,1.49,2.39,59.68,2,0,114,4,8.26,8.0,0.6,0.29,1,Home,1,1.0,8.34,1.26,2.34
6.4,1.59,0.74,0.2,7.26,3.94,2.59,80.08,1,0,172,1,5.58,4.16,1.17,0.36,1,PG,0,0.6,2.05,4.66,3.29
7.92,4.53,0.1,2.72,6.74,3.07,3.34,69.18,3,0,107,4,6.02,8.0,0.69,0.37,0,Hostel,0,0.8,7.66,1.82,1.97
6.84,2.14,1.85,2.85,6.98,2.84,0.47,55.14,1,0,71,4,4.59,8.0,0.09,0.58,0,Home,0,1.0,5.45,2.08,2.73
7.86,4.92,0.0,1.65,6.39,3.57,3.71,83.54,1,2,67,3,10.0,4.02,1.36,0.21,1,Home,0,1.0,7.14,2.61,2.69
8.9,2.53,0.0,1.25,7.75,1.54,3.42,76.54,2,0,151,3,8.5,4.98,0.54,0.27,0,PG,0,0.6,2.84,3.74,1.72
3.92,1.8,1.83,0.3,7.77,2.95,1.78,44.92,2,0,60,2,7.58,5.97,0.29,0.27,0,Hostel,0,0.8,3.35,4.44,2.76
10.6,1.43,3.41,3.6,8.07,2.51,2.83,81.01,3,0,120,3,7.14,4.92,0.28,0.42,1,Hostel,0,0.8,6.12,1.8,3.57
4.35,3.13,0.0,1.19,6.85,0.22,1.82,70.62,2,1,196,4,7.01,8.0,1.17,0.42,0,Hostel,0,0.8,6.34,2.52,0.92
6.57,1.49,1.37,3.72,8.04,0.68,2.72,64.24,3,0,140,3,8.35,8.0,1.69,0.31,1,Home,0,1.0,6.41,2.66,1.67
7.2,3.29,0.49,0.35,5.55,2.34,2.3,68.33,1,0,84,3,10.0,8.0,1.65,0.36,1,Home,0,1.0,6.08,2.61,2.29
7.32,2.88,3.77,0.68,7.56,2.69,2.35,57.32,2,0,151,4,7.4,8.0,1.23,0.66,1,Home,0,1.0,6.95,1.88,3.54
3.75,1.56,2.18,0.0,5.87,3.89,2.55,77.34,1,2,173,2,7.36,6.15,0.88,0.11,1,Hostel,0,0.8,6.71,3.17,3.64
8.89,2.83,2.7,2.31,7.3,3.5,3.14,77.09,2,1,135,1,5.85,4.24,0.32,0.34,1,Hostel,1,0.8,7.07,2.18,3.71
5.63,0.68,1.94,1.84,5.97,2.27,1.87,67.14,2,0,150,5,7.98,6.91,0.53,0.48,1,PG,0,0.6,5.79,2.28,2.41
8.03,2.36,0.71,3.06,6.7,2.73,3.41,82.55,1,2,177,3,9.8,8.0,0.64,0.64,1,Hostel,0,0.8,7.45,1.97,2.34
3.0,0.05,2.14,0.81,5.47,2.22,4.22,89.18,3,0,93,2,9.66,8.0,1.12,0.53,0,Hostel,0,0.8,6.97,4.11,3.46
7.37,2.94,1.88,2.87,8.39,4.86,3.37,72.32,2,0,142,2,8.05,6.77,0.31,0.51,0,Hostel,0,0.8,5.06,3.38,4.05
5.47,2.24,1.78,1.44,5.85,2.65,2.45,72.96,2,0,99,4,7.33,6.67,0.85,0.55,0,Home,0,1.0,6.65,2.68,2.81
9.13,4.37,2.44,2.33,7.48,3.39,2.54,69.97,3,0,152,4,6.16,3.31,1.21,0.6,1,Hostel,0,0.8,7.19,1.32,3.44
8.23,1.48,0.83,3.15,7.01,3.81,3.04,71.63,2,2,63,4,5.85,6.86,0.32,0.51,1,Home,0,1.0,7.01,2.13,2.58
8.85,1.64,0.0,2.05,6.26,4.59,2.92,70.07,2,3,91,6,8.42,2.61,0.73,0.77,1,PG,1,0.6,7.23,1.23,2.62
9.41,1.39,1.23,1.91,7.03,2.24,2.5,77.98,2,0,107,5,5.44,5.67,0.64,0.55,0,PG,0,0.6,4.4,2.34,2.58
7.82,2.93,1.98,1.06,4.06,2.57,1.57,66.22,3,0,147,2,6.52,6.73,0.78,0.03,1,Home,1,1.0,9.93,1.0,2.53
7.79,2.75,1.07,2.47,7.5,4.48,3.92,59.02,2,0,157,4,7.15,5.95,0.17,0.16,1,PG,1,0.6,5.16,2.95,2.85
6.93,2.23,2.09,2.6,7.47,2.12,2.24,84.23,1,0,32,2,5.64,6.08,1.4,0.58,1,Hostel,0,0.8,5.14,3.26,3.2
7.85,3.07,1.77,1.08,7.54,2.51,1.41,72.82,2,0,129,4,6.12,8.0,0.13,0.12,1,Home,0,1.0,5.18,2.27,2.66
8.94,4.48,2.32,2.04,6.32,3.59,2.24,82.9,2,0,162,1,9.14,7.82,0.67,0.59,1,Hostel,0,0.8,8.47,1.14,3.38
8.69,3.66,0.0,1.62,7.16,3.22,3.82,76.26,3,0,117,3,8.24,7.46,0.69,0.39,1,Hostel,1,0.8,6.45,2.52,2.32
8.59,0.0,1.53,5.35,7.41,2.94,3.95,86.54,2,0,133,3,6.83,4.9,1.3,0.63,1,Hostel,0,0.8,5.25,3.14,3.27
8.52,2.61,1.86,1.81,8.6,4.32,2.53,74.07,2,0,112,2,6.95,7.01,0.4,0.74,1,Home,0,1.0,4.3,3.28,3.52
8.48,0.58,0.0,0.48,9.19,2.71,3.62,62.88,1,2,58,2,6.67,5.51,0.3,0.48,0,Home,0,1.0,1.15,5.0,2.19
8.46,2.61,3.4,2.45,5.12,2.02,0.03,73.96,2,1,119,3,7.17,8.0,0.74,0.23,0,Hostel,0,0.8,10.0,1.0,2.82
6.69,1.29,2.19,3.22,8.14,1.66,1.88,69.44,2,0,59,4,7.07,5.51,0.73,0.47,1,Home,1,1.0,5.03,2.94,2.77
6.96,3.18,1.15,2.63,5.38,2.66,1.95,73.33,3,0,128,3,9.3,5.15,0.28,0.61,0,Home,0,1.0,7.91,1.63,2.78
7.62,2.43,4.42,0.77,7.02,2.51,2.72,96.03,1,1,119,3,8.42,7.38,0.87,0.46,1,PG,1,0.6,8.01,1.59,4.17
5.17,1.45,1.54,2.19,6.85,3.56,1.89,71.98,2,1,153,1,6.96,6.8,0.31,0.02,1,Hostel,1,0.8,6.49,2.82,3.36
3.88,1.15,1.19,1.54,7.88,3.57,1.46,67.52,2,0,136,4,7.56,8.0,1.14,0.28,0,PG,1,0.6,4.57,3.28,3.02
8.83,3.73,4.42,1.1,8.68,3.01,3.47,83.14,3,0,168,2,9.67,2.49,0.09,0.21,0,Hostel,0,0.8,5.45,2.86,4.37
3.0,1.33,0.74,0.93,7.3,3.49,2.34,84.9,2,0,63,3,6.9,3.31,0.68,0.53,0,Home,1,1.0,3.08,5.0,3.49
8.05,4.02,0.0,3.86,6.95,4.27,2.4,63.71,1,0,155,4,5.73,6.56,0.0,0.38,0,Home,0,1.0,5.27,2.49,2.6
5.87,2.9,1.93,0.72,6.73,3.61,1.65,88.56,2,0,98,2,8.4,4.0,0.35,0.73,1,PG,1,0.6,5.41,2.93,3.44
9.56,0.55,0.0,2.69,8.06,4.1,2.27,60.32,2,0,122,2,7.69,8.0,1.37,0.0,1,Hostel,0,0.8,3.3,3.18,2.46
5.3,2.02,1.74,1.54,5.14,2.94,2.6,73.08,1,1,72,3,9.09,8.0,1.28,0.79,1,Hostel,0,0.8,8.14,2.19,2.75
7.27,1.68,3.32,2.27,5.75,1.98,4.42,76.5,2,0,131,4,5.26,5.44,0.93,0.13,1,Hostel,0,0.8,7.46,2.48,3.02
9.03,2.6,2.47,2.97,7.22,2.91,1.18,74.04,2,0,85,3,8.24,3.45,1.73,0.42,1,Hostel,0,0.8,6.18,1.55,3.28
6.64,2.8,1.96,1.88,6.1,2.87,4.71,74.92,1,1,75,6,8.25,5.93,0.81,0.34,1,Home,0,1.0,6.98,2.9,2.76
5.76,1.5,1.14,3.12,8.8,2.15,4.21,60.16,1,0,112,4,7.41,7.9,0.79,0.29,0,Hostel,0,0.8,3.11,4.71,1.97
8.92,3.85,2.01,0.79,8.5,2.21,2.65,62.77,2,0,32,1,8.43,6.56,1.43,0.15,0,Home,0,1.0,4.95,3.21,2.62
5.54,4.05,0.76,0.74,7.1,2.52,3.32,71.41,2,2,32,3,9.05,8.0,0.38,0.47,1,Hostel,0,0.8,7.56,2.76,2.59
8.32,4.55,0.0,3.77,7.12,1.18,2.71,65.63,2,0,132,4,6.2,8.0,2.01,0.64,0,Hostel,0,0.8,7.69,1.39,1.4
5.6,1.13,1.84,2.63,7.78,3.65,4.44,56.79,2,0,119,3,6.51,5.73,0.99,0.39,0,Home,0,1.0,4.43,4.49,3.28
6.02,3.78,2.24,0.0,8.71,3.54,2.72,81.31,2,0,155,3,7.11,8.0,1.1,0.21,0,Home,0,1.0,4.74,3.58,3.57
7.13,3.72,1.98,0.0,6.58,3.17,3.34,68.3,2,0,81,2,7.39,6.48,0.79,0.58,1,Home,1,1.0,6.65,2.94,3.29
3.0,1.3,0.0,1.7,7.96,6.0,3.44,54.85,1,0,134,2,6.96,5.56,0.4,0.36,0,Hostel,1,0.8,1.94,5.0,3.63
9.35,0.38,2.9,3.46,5.4,3.53,2.84,75.4,2,1,157,4,5.72,4.48,1.31,0.33,1,Home,0,1.0,8.28,1.02,3.76
8.55,1.83,1.39,2.16,6.31,1.44,1.39,75.92,2,0,155,2,9.81,5.52,0.8,0.3,1,Hostel,1,0.8,6.09,1.81,2.34
3.69,1.61,0.12,1.96,7.0,2.91,2.01,82.2,3,0,131,1,6.11,8.0,0.52,0.33,0,Home,0,1.0,5.19,4.02,2.64
4.92,0.89,3.08,0.37,6.7,2.36,1.75,63.35,2,1,162,3,8.37,3.53,1.44,0.41,0,Home,1,1.0,6.17,2.74,3.29
5.51,1.94,1.71,1.86,6.72,2.26,2.39,90.31,2,0,101,5,10.0,8.0,0.16,0.37,1,Hostel,0,0.8,5.77,2.83,3.3
12.48,0.82,4.77,3.51,7.65,1.88,0.73,73.21,2,2,76,2,6.65,7.39,0.0,0.5,1,PG,0,0.6,8.9,1.0,3.64
6.93,2.69,2.68,1.56,8.02,1.6,2.4,69.22,3,0,80,3,6.38,3.42,0.57,0.16,0,Hostel,0,0.8,5.01,3.08,2.91
8.36,1.11,0.0,3.4,6.71,3.93,2.52,67.7,3,0,139,4,8.32,6.74,0.99,0.17,0,Home,0,1.0,5.63,2.34,2.39
7.0,0.9,0.0,0.03,6.52,2.3,0.7,95.39,2,1,140,2,6.78,5.09,0.43,0.32,0,Home,0,1.0,3.47,3.32,2.45
5.93,3.1,2.41,0.41,8.35,2.06,2.78,68.06,1,0,54,4,5.37,8.0,1.42,0.55,1,Hostel,0,0.8,4.48,3.62,2.81
7.44,3.81,1.16,1.55,7.93,3.7,2.37,76.13,2,1,143,2,7.58,4.11,1.09,0.0,0,Hostel,0,0.8,5.33,2.85,3.26
6.61,0.97,1.53,1.37,5.77,1.39,2.61,87.58,3,0,119,3,8.57,2.93,0.26,0.03,1,Home,0,1.0,4.99,3.36,2.5
5.26,1.72,2.28,1.26,6.07,1.49,0.79,72.15,2,0,188,4,6.84,6.57,0.44,0.34,1,Home,0,1.0,6.08,2.14,2.77
7.16,1.16,2.02,3.98,5.81,0.72,1.92,77.94,1,0,34,2,10.0,8.0,0.87,0.19,1,Home,0,1.0,6.98,2.34,2.22
8.71,2.1,0.47,0.0,7.74,5.06,1.18,74.87,2,0,60,2,7.85,4.71,0.95,0.47,1,PG,1,0.6,2.98,3.16,3.17
6.65,5.77,0.0,0.0,6.73,3.48,2.39,72.13,2,1,113,4,7.19,2.78,0.82,0.4,0,Home,0,1.0,5.69,2.76,2.58
5.97,0.79,3.07,2.11,6.61,3.68,3.22,55.53,2,0,164,2,7.69,7.92,1.52,0.31,1,Hostel,0,0.8,6.9,2.74,3.3
8.25,4.99,1.05,2.21,6.23,2.18,2.35,67.59,2,1,99,2,6.96,6.14,0.39,0.25,1,Hostel,0,0.8,8.32,1.35,2.09
7.15,2.36,1.07,1.44,6.6,3.26,2.73,96.71,2,0,121,2,7.45,6.77,0.68,0.67,1,Home,0,1.0,5.45,3.25,3.31
8.08,1.92,2.28,2.88,8.15,3.22,2.7,77.93,1,1,154,3,6.78,8.0,0.59,0.59,1,Home,0,1.0,5.71,2.6,3.45
7.79,2.51,1.33,2.93,5.98,3.21,2.51,94.9,2,1,139,2,7.24,3.21,0.21,0.24,0,PG,1,0.6,7.16,1.95,3.27
7.53,1.82,2.57,3.14,5.72,3.43,2.86,86.61,1,0,179,3,5.49,5.08,1.07,0.38,1,Hostel,0,0.8,6.71,2.22,3.73
7.34,1.94,2.95,0.0,6.14,4.3,2.31,72.88,3,0,128,3,5.0,4.49,1.07,0.49,0,Hostel,1,0.8,7.03,1.96,3.89
6.54,3.19,2.39,0.95,7.05,3.34,1.53,76.54,3,0,65,2,9.48,5.35,0.97,0.5,0,PG,0,0.6,6.65,2.18,3.17
6.32,1.86,2.75,1.71,6.23,2.5,3.78,74.62,1,0,103,4,5.05,5.77,1.41,0.44,0,Hostel,1,0.8,6.53,2.93,3.14
6.7,1.59,3.65,1.45,6.97,2.31,2.17,77.36,3,0,181,2,8.47,4.81,1.1,0.24,1,Hostel,0,0.8,6.73,2.25,3.44
3.09,1.25,0.67,1.17,5.87,2.93,2.72,75.63,2,1,119,2,7.52,3.34,0.78,0.37,0,Home,0,1.0,5.03,4.38,2.87
6.01,1.6,1.9,2.51,7.19,2.15,2.31,58.63,1,3,118,3,7.32,2.62,0.25,0.12,1,PG,0,0.6,6.1,2.56,2.62
9.17,3.04,0.14,0.13,7.38,3.02,2.83,57.82,3,0,149,3,10.0,5.65,1.08,0.29,1,Home,0,1.0,4.33,2.94,2.31
7.02,4.08,1.13,0.58,6.62,4.37,0.51,63.2,3,1,142,2,7.47,8.0,0.25,0.43,0,Home,0,1.0,7.97,1.1,3.0
5.3,2.28,2.13,0.88,6.06,3.95,3.71,74.04,2,0,140,4,8.78,4.33,0.2,0.6,1,PG,0,0.6,5.42,3.46,3.32
6.58,4.04,0.87,1.52,7.46,2.11,1.27,87.87,2,1,65,1,6.94,7.89,0.72,0.43,1,Home,0,1.0,6.8,2.43,2.42
8.47,1.73,0.81,0.0,6.7,1.61,2.24,46.31,2,1,135,2,7.49,5.32,1.4,0.47,0,Home,1,1.0,5.44,2.52,1.74
6.15,2.03,3.15,0.97,7.04,2.73,1.44,94.95,2,0,105,4,7.76,4.45,0.41,0.47,0,Hostel,0,0.8,5.15,2.72,4.15
5.15,2.17,2.12,0.86,7.36,3.87,2.36,65.11,2,1,158,3,6.22,5.69,0.99,0.66,0,Home,0,1.0,5.86,3.08,3.08
11.38,0.0,1.63,1.24,4.78,3.59,4.25,67.7,2,0,133,3,8.0,4.35,0.87,0.0,1,Hostel,0,0.8,5.32,2.46,2.99
6.89,2.92,1.61,2.36,6.27,4.34,2.99,71.36,2,1,119,4,8.16,2.0,0.04,0.41,1,Hostel,0,0.8,6.13,2.61,3.37
4.51,1.2,2.07,1.23,6.38,2.18,2.64,80.47,2,0,77,2,7.29,3.04,0.25,0.3,0,PG,0,0.6,4.14,4.25,3.03
6.37,4.04,0.02,2.31,8.21,2.52,1.97,75.63,1,2,121,3,7.74,4.67,0.41,0.31,0,Hostel,0,0.8,4.88,3.05,2.27
8.58,0.38,3.49,0.11,6.67,2.54,3.06,58.03,3,0,126,3,6.24,3.94,1.09,0.11,0,Hostel,0,0.8,5.21,2.72,2.94
6.32,1.9,3.64,0.78,6.08,3.01,2.74,71.38,1,1,100,3,6.38,4.06,0.37,0.65,0,Hostel,1,0.8,6.9,2.49,3.69
6.87,0.99,0.67,4.63,6.95,3.47,2.38,76.71,3,1,151,3,7.65,7.52,0.37,0.48,0,Home,0,1.0,7.42,2.01,2.59
6.49,2.56,2.71,1.22,8.18,1.97,2.83,73.46,3,2,168,2,8.76,4.57,2.13,0.61,1,Hostel,0,0.8,7.88,2.07,2.95
7.28,4.84,1.92,0.21,6.65,1.38,3.36,56.43,2,1,69,5,7.38,7.68,0.57,0.31,0,Hostel,0,0.8,7.98,1.72,1.8
6.34,2.08,0.32,3.34,6.63,4.08,0.75,61.22,1,0,125,2,8.13,6.19,0.79,0.1,1,Hostel,0,0.8,4.6,2.79,2.9
7.6,1.68,2.7,0.84,7.14,1.65,0.53,75.11,2,0,179,2,8.95,6.55,0.1,0.79,1,PG,1,0.6,5.53,1.79,2.99
11.0,4.52,3.44,3.04,6.54,1.79,3.45,74.67,2,0,135,4,6.19,5.67,1.56,0.19,1,Hostel,0,0.8,9.24,1.0,2.94
6.08,1.64,4.43,0.0,7.06,3.53,1.53,83.01,2,1,132,3,6.3,5.73,1.35,0.39,0,Home,0,1.0,7.14,2.06,4.7
6.95,2.86,1.68,1.96,7.59,4.32,3.01,100.0,2,0,142,1,9.76,4.85,1.13,0.29,0,Hostel,0,0.8,4.99,3.62,3.77
10.55,4.56,0.0,2.0,7.61,2.72,3.12,87.24,2,0,42,3,7.6,3.62,0.59,0.5,0,PG,0,0.6,4.26,2.82,2.24
6.95,0.79,2.02,2.82,5.26,3.16,3.35,82.51,2,2,38,4,6.24,6.09,0.46,0.24,1,Home,1,1.0,9.27,1.65,3.12
8.0,3.27,3.44,1.29,5.63,2.88,2.47,69.83,1,1,38,4,6.76,8.0,1.3,0.77,0,Hostel,0,0.8,9.47,1.0,3.27
6.53,2.55,1.62,2.36,5.85,3.7,3.74,84.08,2,0,120,3,6.16,7.6,1.17,0.36,1,Home,0,1.0,7.56,2.67,3.33
5.71,1.48,1.49,2.74,7.43,2.51,3.45,76.93,2,0,107,6,5.97,4.23,1.09,0.53,1,PG,0,0.6,4.45,3.46,2.9
9.5,3.56,3.48,1.32,6.52,1.45,0.79,75.17,2,0,128,3,9.38,8.0,0.3,0.38,1,Hostel,0,0.8,7.99,1.0,2.73
8.62,2.66,3.97,1.99,7.17,4.1,1.23,63.82,2,0,76,2,8.33,7.68,0.06,0.05,1,Home,0,1.0,7.14,1.5,4.19
4.78,2.41,2.08,0.29,5.36,3.51,2.45,100.0,1,2,101,4,8.12,2.62,0.53,0.18,0,Hostel,0,0.8,6.59,2.85,3.85
8.64,3.08,2.28,2.83,6.2,3.43,4.76,80.93,2,1,39,2,8.34,6.64,0.13,0.22,1,Home,0,1.0,8.38,2.48,3.51
9.89,4.42,2.84,2.08,6.26,3.63,2.22,43.53,1,1,118,3,9.21,3.21,0.32,0.09,0,Hostel,0,0.8,7.38,1.04,2.8
6.28,2.76,2.98,0.54,7.87,1.49,2.31,85.11,3,0,107,3,8.64,4.1,1.58,0.83,0,PG,0,0.6,5.82,2.73,3.21
4.58,1.48,0.43,0.85,8.15,3.95,2.34,63.65,3,0,76,3,5.6,6.43,1.23,0.52,0,Hostel,0,0.8,3.56,4.29,2.74
8.62,2.0,2.95,2.4,7.39,2.06,2.88,93.88,3,0,139,3,7.86,7.53,0.83,0.41,1,Hostel,0,0.8,7.27,1.8,3.13
4.74,2.21,0.86,1.67,6.11,2.52,2.14,68.89,2,0,123,3,5.93,8.0,0.35,0.58,0,Hostel,0,0.8,6.0,3.0,2.13
7.47,3.5,1.38,0.55,7.49,3.76,4.84,71.98,2,0,132,3,6.45,5.64,0.53,0.48,0,PG,0,0.6,4.55,3.92,3.06
5.39,1.76,2.13,1.5,5.4,4.58,4.17,75.57,2,0,131,4,7.75,4.2,1.13,0.41,0,Home,0,1.0,6.45,3.42,3.59
6.27,2.58,0.0,3.61,5.76,2.57,1.46,71.28,2,1,104,4,7.75,7.01,0.53,0.39,0,Hostel,0,0.8,7.68,1.48,1.77
8.99,0.92,1.94,1.08,5.72,3.11,0.9,77.3,2,0,85,3,7.78,8.0,0.47,0.24,0,PG,0,0.6,6.04,1.41,2.93
7.83,1.96,2.66,3.21,4.63,3.7,1.56,74.63,2,0,133,4,9.33,6.92,0.52,0.47,1,Hostel,1,0.8,9.59,1.0,3.53
5.07,1.57,1.83,1.67,8.14,2.87,1.41,83.27,2,0,106,2,6.47,4.28,0.98,0.44,0,Home,1,1.0,3.92,3.91,3.05
5.81,2.7,1.96,1.15,7.54,3.44,2.13,68.6,2,0,64,1,7.09,3.73,0.98,0.03,0,Hostel,0,0.8,4.25,3.93,3.22
9.95,2.12,1.68,2.73,7.59,1.92,1.68,73.36,1,0,108,3,9.94,3.49,0.78,0.16,1,Home,1,1.0,4.01,2.57,2.51
3.0,1.63,0.0,1.37,6.85,5.65,1.31,91.65,1,0,131,3,7.33,6.81,0.81,0.31,1,Hostel,0,0.8,3.16,4.44,3.63
5.97,2.33,2.46,0.0,5.47,2.36,2.26,81.63,3,0,109,3,10.0,4.86,0.66,0.73,1,Hostel,1,0.8,7.56,2.11,2.91
8.7,2.22,1.77,2.77,6.53,3.28,1.06,82.62,3,1,86,5,8.28,7.67,0.55,0.55,0,Hostel,0,0.8,8.57,1.0,3.14
3.0,1.88,0.0,1.12,7.18,3.7,3.0,81.84,2,1,197,1,5.7,4.79,1.31,0.58,1,Hostel,0,0.8,4.37,4.71,2.99
5.17,1.54,3.63,0.0,6.98,3.89,3.29,54.52,1,0,105,3,7.51,5.49,1.07,0.07,1,Home,0,1.0,4.49,4.13,3.68
5.76,1.63,1.75,0.53,6.13,1.45,3.59,65.48,2,0,30,4,7.39,6.45,0.99,0.59,0,Home,1,1.0,6.04,3.45,2.29
5.2,2.19,1.6,1.41,7.96,3.4,1.5,64.82,1,0,85,3,6.34,6.09,1.09,0.59,1,Home,0,1.0,3.53,3.92,2.88
6.45,1.1,3.04,0.35,5.41,2.03,1.6,61.62,2,0,164,5,8.04,7.11,0.0,0.24,0,Home,0,1.0,6.36,1.9,3.04
6.76,1.69,0.89,4.17,6.13,2.83,3.62,91.13,2,0,110,3,8.85,2.0,0.51,0.33,1,Hostel,0,0.8,5.15,3.57,2.9
7.52,3.28,0.0,3.42,7.17,3.56,1.55,80.33,2,0,92,4,8.96,6.33,0.6,0.56,1,Home,0,1.0,5.48,2.37,2.47
9.15,0.32,2.26,2.49,8.23,1.88,2.1,75.23,2,0,111,3,6.43,6.24,0.31,0.51,1,Hostel,0,0.8,3.57,3.01,2.74
4.51,1.91,1.23,0.62,7.24,3.52,1.98,69.73,2,0,135,3,7.51,2.0,0.56,0.31,1,Hostel,1,0.8,3.16,4.25,2.86
5.58,2.21,1.92,1.44,7.69,5.0,0.96,78.3,3,1,141,3,7.63,6.66,0.0,0.41,1,Home,1,1.0,6.73,2.1,3.98
3.6,0.6,2.25,0.74,6.45,3.69,2.19,66.51,2,0,145,1,9.03,6.09,1.0,0.37,0,Home,0,1.0,4.9,4.17,3.33
4.23,1.88,1.04,1.31,5.63,3.78,2.62,84.75,2,0,165,1,8.27,7.94,0.17,0.76,0,Hostel,0,0.8,6.18,3.51,3.57
8.46,2.92,1.02,3.4,5.43,1.36,1.81,84.38,2,0,30,2,9.34,5.21,1.51,0.42,0,Home,0,1.0,7.78,1.64,1.98
6.27,4.03,1.56,0.68,8.42,2.3,2.68,69.66,2,1,80,2,8.03,4.96,1.54,0.66,1,Hostel,0,0.8,5.48,3.3,2.64
8.34,1.46,2.0,0.97,6.71,4.42,2.51,54.85,2,2,167,1,8.61,4.93,0.18,0.48,0,Hostel,0,0.8,6.36,2.24,3.06
8.29,4.67,2.32,0.02,4.76,4.16,2.54,74.76,3,0,168,3,5.22,4.39,1.01,0.53,0,PG,0,0.6,9.06,1.0,3.64
10.28,3.66,3.6,1.19,9.23,2.83,0.65,58.38,2,0,191,2,7.46,8.0,0.44,0.59,0,Home,0,1.0,5.48,1.34,3.46
3.83,1.31,1.67,0.84,7.82,1.57,1.96,89.93,2,0,50,2,7.79,8.0,0.25,0.62,1,Home,0,1.0,3.87,4.6,3.16
